captcha_id,label,path,digit_sources,augment_params,quality_status
captcha_001291,0030,data/captcha_images/captcha_001291_0030.png,sklearn_00776|sklearn_00030|sklearn_00579|sklearn_00617,"{""blur_radius"": 0.5786373550399465, ""rotation"": 1.7622996079103164, ""brightness"": 0.9231651334999571, ""contrast"": 0.8685640780439982, ""noise_sigma"": 8.333597121705878, ""line_count"": 1, ""perspective_strength"": 0.022499936778912762}",unreviewed
captcha_002528,5408,data/captcha_images/captcha_002528_5408.png,sklearn_01575|sklearn_01257|sklearn_00487|sklearn_00769,"{""blur_radius"": 0.2317196400150051, ""rotation"": 0.5775102860053822, ""brightness"": 1.0199468883206326, ""contrast"": 0.8711132410056895, ""noise_sigma"": 2.9081968199124884, ""line_count"": 0, ""perspective_strength"": 0.022602213290587543}",unreviewed
captcha_001011,4166,data/captcha_images/captcha_001011_4166.png,sklearn_00756|sklearn_01457|sklearn_00583|sklearn_00842,"{""blur_radius"": 0.6180133657150355, ""rotation"": 0.8974760033844245, ""brightness"": 0.9998460327192522, ""contrast"": 0.8817689069037641, ""noise_sigma"": 5.89721893016084, ""line_count"": 2, ""perspective_strength"": 0.005690873707249619}",unreviewed
captcha_004291,0087,data/captcha_images/captcha_004291_0087.png,sklearn_01451|sklearn_00825|sklearn_01705|sklearn_00498,"{""blur_radius"": 0.32320218732938033, ""rotation"": -0.7956586030749184, ""brightness"": 1.0931659639470215, ""contrast"": 1.0065673909924868, ""noise_sigma"": 8.199627549274695, ""line_count"": 3, ""perspective_strength"": 0.007958408966933311}",unreviewed
captcha_002823,4756,data/captcha_images/captcha_002823_4756.png,sklearn_01660|sklearn_00337|sklearn_00460|sklearn_00842,"{""blur_radius"": 0.3993335768125934, ""rotation"": -1.1196608764992773, ""brightness"": 1.0149228451247518, ""contrast"": 0.9762049363520778, ""noise_sigma"": 8.919831952140939, ""line_count"": 1, ""perspective_strength"": 0.005092480754839327}",unreviewed
captcha_003964,2254,data/captcha_images/captcha_003964_2254.png,sklearn_00778|sklearn_00658|sklearn_01302|sklearn_00324,"{""blur_radius"": 0.34969021283225066, ""rotation"": -2.0162472303854404, ""brightness"": 1.076056327323569, ""contrast"": 0.9322533715622693, ""noise_sigma"": 2.663663430835708, ""line_count"": 2, ""perspective_strength"": 0.01686397752490783}",unreviewed
captcha_003262,3349,data/captcha_images/captcha_003262_3349.png,sklearn_00839|sklearn_01727|sklearn_01022|sklearn_00203,"{""blur_radius"": 0.5489708425312112, ""rotation"": -2.6878086566811694, ""brightness"": 0.9111640529350431, ""contrast"": 1.1181167025784844, ""noise_sigma"": 3.4841116986267946, ""line_count"": 1, ""perspective_strength"": 0.009732155056924527}",unreviewed
captcha_004115,5112,data/captcha_images/captcha_004115_5112.png,sklearn_00289|sklearn_01227|sklearn_00200|sklearn_01400,"{""blur_radius"": 0.5582730847832321, ""rotation"": 2.811821866831324, ""brightness"": 0.9992774291203264, ""contrast"": 0.9832736690035239, ""noise_sigma"": 2.1471510447437945, ""line_count"": 1, ""perspective_strength"": 0.02904428625013327}",unreviewed
captcha_002073,6334,data/captcha_images/captcha_002073_6334.png,sklearn_01005|sklearn_01220|sklearn_00962|sklearn_01767,"{""blur_radius"": 0.6206331516356148, ""rotation"": 2.7633220404124206, ""brightness"": 0.8637470643291761, ""contrast"": 1.2069628807222557, ""noise_sigma"": 8.993720841323173, ""line_count"": 0, ""perspective_strength"": 0.025213555099105354}",unreviewed
captcha_000860,5780,data/captcha_images/captcha_000860_5780.png,sklearn_01098|sklearn_00504|sklearn_01705|sklearn_01335,"{""blur_radius"": 0.4531273432526788, ""rotation"": -0.38502438707627284, ""brightness"": 0.9585458054312623, ""contrast"": 0.9507163293891362, ""noise_sigma"": 3.5856993307342058, ""line_count"": 2, ""perspective_strength"": 0.024974177040433528}",unreviewed
captcha_000036,4621,data/captcha_images/captcha_000036_4621.png,sklearn_00111|sklearn_00583|sklearn_00333|sklearn_01247,"{""blur_radius"": 0.7119775097552462, ""rotation"": -0.7385281800507375, ""brightness"": 1.1051453755101655, ""contrast"": 0.9797713346788185, ""noise_sigma"": 5.006679954597334, ""line_count"": 3, ""perspective_strength"": 0.025491890247483193}",unreviewed
captcha_001709,1751,data/captcha_images/captcha_001709_1751.png,sklearn_00777|sklearn_01331|sklearn_00373|sklearn_01752,"{""blur_radius"": 0.17127596270428525, ""rotation"": -1.0289485421623636, ""brightness"": 0.8991239720689724, ""contrast"": 1.0292157802320498, ""noise_sigma"": 2.9188348331374754, ""line_count"": 2, ""perspective_strength"": 0.030886796865605894}",unreviewed
captcha_001957,0679,data/captcha_images/captcha_001957_0679.png,sklearn_00185|sklearn_01623|sklearn_01009|sklearn_01488,"{""blur_radius"": 0.426337843430327, ""rotation"": -3.5477788416641625, ""brightness"": 1.0777713591937201, ""contrast"": 0.953888017093548, ""noise_sigma"": 5.2540164162451575, ""line_count"": 1, ""perspective_strength"": 0.030770928713298985}",unreviewed
captcha_001982,1421,data/captcha_images/captcha_001982_1421.png,sklearn_00517|sklearn_01479|sklearn_01724|sklearn_00693,"{""blur_radius"": 0.3614453249258164, ""rotation"": -2.972465815914692, ""brightness"": 1.052007579422533, ""contrast"": 0.8893131221258076, ""noise_sigma"": 6.455757673653979, ""line_count"": 2, ""perspective_strength"": 0.02934729006944624}",unreviewed
captcha_003933,7488,data/captcha_images/captcha_003933_7488.png,sklearn_01218|sklearn_01638|sklearn_01197|sklearn_00643,"{""blur_radius"": 0.6161234576751722, ""rotation"": 3.6032996708635965, ""brightness"": 0.8700665530129291, ""contrast"": 1.1042282111593251, ""noise_sigma"": 3.76240578571328, ""line_count"": 0, ""perspective_strength"": 0.0021194479393754277}",unreviewed
captcha_001839,5776,data/captcha_images/captcha_001839_5776.png,sklearn_00145|sklearn_01009|sklearn_00052|sklearn_01122,"{""blur_radius"": 0.7405626913773085, ""rotation"": -3.749060082960315, ""brightness"": 0.903369481406075, ""contrast"": 1.198167776028853, ""noise_sigma"": 2.65317554060523, ""line_count"": 3, ""perspective_strength"": 0.018660233969502865}",unreviewed
captcha_003084,0362,data/captcha_images/captcha_003084_0362.png,sklearn_00980|sklearn_00318|sklearn_00911|sklearn_01179,"{""blur_radius"": 0.3480437273755824, ""rotation"": 0.5538328682841209, ""brightness"": 0.9625359175407604, ""contrast"": 0.8957155858188447, ""noise_sigma"": 5.510480375088057, ""line_count"": 3, ""perspective_strength"": 0.03382635923896109}",unreviewed
captcha_004476,1625,data/captcha_images/captcha_004476_1625.png,sklearn_00972|sklearn_00712|sklearn_00826|sklearn_01312,"{""blur_radius"": 0.7018945012986054, ""rotation"": -3.155459443824988, ""brightness"": 1.1197626296875218, ""contrast"": 1.0258259324562675, ""noise_sigma"": 4.966791969792234, ""line_count"": 1, ""perspective_strength"": 0.016531036271778248}",unreviewed
captcha_000143,3760,data/captcha_images/captcha_000143_3760.png,sklearn_00315|sklearn_01405|sklearn_00864|sklearn_01359,"{""blur_radius"": 0.3745955242713236, ""rotation"": 1.5624917236778373, ""brightness"": 0.8761028520695875, ""contrast"": 0.9979204773327865, ""noise_sigma"": 6.9920743729546295, ""line_count"": 3, ""perspective_strength"": 0.01476184774399862}",unreviewed
captcha_000742,8340,data/captcha_images/captcha_000742_8340.png,sklearn_01210|sklearn_00928|sklearn_00530|sklearn_00747,"{""blur_radius"": 0.44698784638792355, ""rotation"": 2.9139505076765646, ""brightness"": 1.1221499904520595, ""contrast"": 1.087018824268128, ""noise_sigma"": 4.715660251245862, ""line_count"": 0, ""perspective_strength"": 0.018497347431936772}",unreviewed
captcha_000813,8015,data/captcha_images/captcha_000813_8015.png,sklearn_01414|sklearn_00202|sklearn_01585|sklearn_00549,"{""blur_radius"": 0.47051183588387613, ""rotation"": -0.24717035152936528, ""brightness"": 0.8673521099616333, ""contrast"": 1.227416269692887, ""noise_sigma"": 8.561191797914397, ""line_count"": 3, ""perspective_strength"": 0.011144717491592323}",unreviewed
captcha_004809,1695,data/captcha_images/captcha_004809_1695.png,sklearn_00298|sklearn_00841|sklearn_00031|sklearn_00035,"{""blur_radius"": 0.7964878674693728, ""rotation"": 0.36448528468579333, ""brightness"": 0.9276244305840906, ""contrast"": 0.9328512295172702, ""noise_sigma"": 6.422348260033265, ""line_count"": 0, ""perspective_strength"": 0.03148417680549615}",unreviewed
captcha_003867,5794,data/captcha_images/captcha_003867_5794.png,sklearn_01575|sklearn_01368|sklearn_00295|sklearn_00733,"{""blur_radius"": 0.5511679080739487, ""rotation"": 0.8325428324068422, ""brightness"": 1.1401643170237648, ""contrast"": 0.8990349422134839, ""noise_sigma"": 5.36658706927872, ""line_count"": 3, ""perspective_strength"": 0.0017703773076189401}",unreviewed
captcha_003147,4309,data/captcha_images/captcha_003147_4309.png,sklearn_00510|sklearn_01566|sklearn_00305|sklearn_01612,"{""blur_radius"": 0.36138859203400364, ""rotation"": -2.657745670688361, ""brightness"": 1.0878165638430901, ""contrast"": 1.113189998401118, ""noise_sigma"": 5.652831498003047, ""line_count"": 2, ""perspective_strength"": 0.018577899994059784}",unreviewed
captcha_000723,5960,data/captcha_images/captcha_000723_5960.png,sklearn_00411|sklearn_00845|sklearn_00066|sklearn_01059,"{""blur_radius"": 0.17540155944733637, ""rotation"": 0.4540229730999794, ""brightness"": 0.874864056491602, ""contrast"": 1.1702990029712532, ""noise_sigma"": 2.6606659057082576, ""line_count"": 2, ""perspective_strength"": 0.0013182532795512993}",unreviewed
captcha_000708,6802,data/captcha_images/captcha_000708_6802.png,sklearn_00016|sklearn_01401|sklearn_00957|sklearn_01142,"{""blur_radius"": 0.7143498961631122, ""rotation"": -2.2344432307659723, ""brightness"": 1.1374617062730858, ""contrast"": 1.1780036115291463, ""noise_sigma"": 3.5564961700915627, ""line_count"": 2, ""perspective_strength"": 0.01793291236511529}",unreviewed
captcha_003166,8675,data/captcha_images/captcha_003166_8675.png,sklearn_00076|sklearn_01215|sklearn_01694|sklearn_01277,"{""blur_radius"": 0.6454103004194776, ""rotation"": 1.960394332022326, ""brightness"": 0.8753061436737629, ""contrast"": 0.9667422537156531, ""noise_sigma"": 7.507009155338087, ""line_count"": 3, ""perspective_strength"": 0.01131947864208015}",unreviewed
captcha_004422,3709,data/captcha_images/captcha_004422_3709.png,sklearn_01729|sklearn_01108|sklearn_00725|sklearn_00505,"{""blur_radius"": 0.27612536208913274, ""rotation"": 3.86854411640648, ""brightness"": 1.113738806707967, ""contrast"": 1.1067870933386361, ""noise_sigma"": 5.285936194235035, ""line_count"": 2, ""perspective_strength"": 0.02786417063485346}",unreviewed
captcha_002673,8789,data/captcha_images/captcha_002673_8789.png,sklearn_00913|sklearn_00857|sklearn_01185|sklearn_01562,"{""blur_radius"": 0.22125212066304034, ""rotation"": -0.23851218512487282, ""brightness"": 0.9227634209054838, ""contrast"": 0.9087658676395504, ""noise_sigma"": 5.009258598501781, ""line_count"": 0, ""perspective_strength"": 0.020554563975084067}",unreviewed
captcha_002774,2647,data/captcha_images/captcha_002774_2647.png,sklearn_01625|sklearn_00412|sklearn_01607|sklearn_00954,"{""blur_radius"": 0.6110175936560037, ""rotation"": -1.8523451558242305, ""brightness"": 0.9866499242350246, ""contrast"": 1.099306327703688, ""noise_sigma"": 4.586276382007326, ""line_count"": 3, ""perspective_strength"": 0.014106097122962367}",unreviewed
captcha_000283,5310,data/captcha_images/captcha_000283_5310.png,sklearn_01404|sklearn_01690|sklearn_01247|sklearn_00406,"{""blur_radius"": 0.11756046600826552, ""rotation"": 2.445916647693558, ""brightness"": 0.9795664974623333, ""contrast"": 1.0694967449699555, ""noise_sigma"": 7.680317141429409, ""line_count"": 3, ""perspective_strength"": 0.01791497241467921}",unreviewed
captcha_001771,7423,data/captcha_images/captcha_001771_7423.png,sklearn_00628|sklearn_00670|sklearn_01081|sklearn_01349,"{""blur_radius"": 0.5282052745715912, ""rotation"": -0.024358104509241585, ""brightness"": 1.0912847393108134, ""contrast"": 0.9780104543235413, ""noise_sigma"": 5.232756803543255, ""line_count"": 2, ""perspective_strength"": 0.0020563697948921124}",unreviewed
captcha_000065,6561,data/captcha_images/captcha_000065_6561.png,sklearn_01519|sklearn_01189|sklearn_00016|sklearn_00606,"{""blur_radius"": 0.8828534916835978, ""rotation"": 3.1956578238881512, ""brightness"": 1.1193205694798585, ""contrast"": 0.972949011137722, ""noise_sigma"": 7.489319394490613, ""line_count"": 2, ""perspective_strength"": 0.026558235350011183}",unreviewed
captcha_001314,2963,data/captcha_images/captcha_001314_2963.png,sklearn_00181|sklearn_01706|sklearn_00652|sklearn_00879,"{""blur_radius"": 0.5139827339413081, ""rotation"": -2.5150764760624718, ""brightness"": 1.1277897627793636, ""contrast"": 1.1358191645803757, ""noise_sigma"": 2.4919728695905654, ""line_count"": 3, ""perspective_strength"": 0.011817317578616308}",unreviewed
captcha_004170,8773,data/captcha_images/captcha_004170_8773.png,sklearn_01581|sklearn_01509|sklearn_00052|sklearn_00389,"{""blur_radius"": 0.5847466773888883, ""rotation"": 2.2820092270092402, ""brightness"": 1.1218460550027538, ""contrast"": 0.911907037890513, ""noise_sigma"": 6.894503504672429, ""line_count"": 0, ""perspective_strength"": 0.011831148676089889}",unreviewed
captcha_000305,2676,data/captcha_images/captcha_000305_2676.png,sklearn_00499|sklearn_00232|sklearn_00222|sklearn_01449,"{""blur_radius"": 0.10507096710480157, ""rotation"": 3.7168894565817396, ""brightness"": 0.9186081633367165, ""contrast"": 0.9978024205038734, ""noise_sigma"": 2.137885258574002, ""line_count"": 0, ""perspective_strength"": 0.015234552607477629}",unreviewed
captcha_004906,5054,data/captcha_images/captcha_004906_5054.png,sklearn_00411|sklearn_00796|sklearn_00145|sklearn_00270,"{""blur_radius"": 0.5318873378289405, ""rotation"": -2.330078935725588, ""brightness"": 1.0822919791568322, ""contrast"": 1.1110943764787689, ""noise_sigma"": 5.981830205371184, ""line_count"": 2, ""perspective_strength"": 0.020229691747920726}",unreviewed
captcha_004340,3142,data/captcha_images/captcha_004340_3142.png,sklearn_01690|sklearn_01256|sklearn_00637|sklearn_01273,"{""blur_radius"": 0.6568828456678191, ""rotation"": -3.3829407012255555, ""brightness"": 0.873583466074966, ""contrast"": 1.0616450044727832, ""noise_sigma"": 3.6322079440168844, ""line_count"": 3, ""perspective_strength"": 0.01594005327060812}",unreviewed
captcha_001102,0714,data/captcha_images/captcha_001102_0714.png,sklearn_00595|sklearn_00559|sklearn_01000|sklearn_00929,"{""blur_radius"": 0.8411448632976557, ""rotation"": -3.316922233230672, ""brightness"": 0.870815146894296, ""contrast"": 0.9302452716971823, ""noise_sigma"": 4.293805690842533, ""line_count"": 2, ""perspective_strength"": 0.01590461561867757}",unreviewed
captcha_003224,2941,data/captcha_images/captcha_003224_2941.png,sklearn_00075|sklearn_00233|sklearn_01254|sklearn_00221,"{""blur_radius"": 0.15576725730377153, ""rotation"": -2.058050191629202, ""brightness"": 1.0084612370343533, ""contrast"": 0.8892995709316914, ""noise_sigma"": 5.588995932039329, ""line_count"": 3, ""perspective_strength"": 0.02743598877358459}",unreviewed
captcha_000007,5479,data/captcha_images/captcha_000007_5479.png,sklearn_01535|sklearn_01515|sklearn_00337|sklearn_01306,"{""blur_radius"": 0.6620940140024032, ""rotation"": -2.8894152269612903, ""brightness"": 0.9232543476833845, ""contrast"": 0.9175844176471806, ""noise_sigma"": 7.962009508709559, ""line_count"": 1, ""perspective_strength"": 0.00510327319369568}",unreviewed
captcha_000104,7964,data/captcha_images/captcha_000104_7964.png,sklearn_00689|sklearn_01392|sklearn_01771|sklearn_00064,"{""blur_radius"": 0.6208841004918277, ""rotation"": -2.918591293015477, ""brightness"": 0.9396478051582544, ""contrast"": 1.0937796430799973, ""noise_sigma"": 2.428326412255619, ""line_count"": 2, ""perspective_strength"": 0.018729898511655556}",unreviewed
captcha_000729,0052,data/captcha_images/captcha_000729_0052.png,sklearn_01235|sklearn_00656|sklearn_00165|sklearn_00313,"{""blur_radius"": 0.36754760256979724, ""rotation"": -3.167272189500567, ""brightness"": 1.0431909905366534, ""contrast"": 1.1978212503821382, ""noise_sigma"": 6.893716052151741, ""line_count"": 2, ""perspective_strength"": 0.029331517798825698}",unreviewed
captcha_000533,3368,data/captcha_images/captcha_000533_3368.png,sklearn_01506|sklearn_01624|sklearn_00574|sklearn_01141,"{""blur_radius"": 0.16303847718653464, ""rotation"": -1.208049464418722, ""brightness"": 1.0783569326498406, ""contrast"": 1.0118519020916135, ""noise_sigma"": 6.181923233119726, ""line_count"": 0, ""perspective_strength"": 0.0026663481431034165}",unreviewed
captcha_002192,2181,data/captcha_images/captcha_002192_2181.png,sklearn_01472|sklearn_00476|sklearn_01165|sklearn_00688,"{""blur_radius"": 0.2912076905681794, ""rotation"": 0.9659832972366962, ""brightness"": 1.0333193212432878, ""contrast"": 1.079288977709322, ""noise_sigma"": 7.4576233983139115, ""line_count"": 2, ""perspective_strength"": 0.013787907278905989}",unreviewed
captcha_002928,2459,data/captcha_images/captcha_002928_2459.png,sklearn_00953|sklearn_01053|sklearn_00432|sklearn_01226,"{""blur_radius"": 0.6935610347992707, ""rotation"": 0.7540796851266514, ""brightness"": 0.9614510900670683, ""contrast"": 1.0284807882159417, ""noise_sigma"": 4.4601788649617085, ""line_count"": 0, ""perspective_strength"": 0.015329539527174089}",unreviewed
captcha_002257,2060,data/captcha_images/captcha_002257_2060.png,sklearn_01465|sklearn_00676|sklearn_01732|sklearn_00812,"{""blur_radius"": 0.7866067081789913, ""rotation"": 3.2939643017108073, ""brightness"": 0.8867276200608365, ""contrast"": 1.0577187921356415, ""noise_sigma"": 5.275598389251867, ""line_count"": 1, ""perspective_strength"": 0.023607615960395165}",unreviewed
captcha_001151,1437,data/captcha_images/captcha_001151_1437.png,sklearn_00070|sklearn_01584|sklearn_00259|sklearn_00922,"{""blur_radius"": 0.43988587220384867, ""rotation"": 2.7209671936838324, ""brightness"": 1.1187237189286914, ""contrast"": 1.0101799193750234, ""noise_sigma"": 3.97681667122412, ""line_count"": 3, ""perspective_strength"": 0.022480366443342423}",unreviewed
captcha_003542,8107,data/captcha_images/captcha_003542_8107.png,sklearn_00206|sklearn_00042|sklearn_00010|sklearn_01218,"{""blur_radius"": 0.1566038301546384, ""rotation"": 3.7392545632331817, ""brightness"": 1.0637243710649626, ""contrast"": 0.920513876544792, ""noise_sigma"": 8.69272174374485, ""line_count"": 3, ""perspective_strength"": 0.0318050467483419}",unreviewed
captcha_003276,7862,data/captcha_images/captcha_003276_7862.png,sklearn_00108|sklearn_01284|sklearn_01245|sklearn_01014,"{""blur_radius"": 0.8193338576918142, ""rotation"": 0.04448993019760383, ""brightness"": 1.017675933765701, ""contrast"": 1.0404667716917184, ""noise_sigma"": 5.738512185478228, ""line_count"": 2, ""perspective_strength"": 0.01498481767642682}",unreviewed
captcha_001855,0495,data/captcha_images/captcha_001855_0495.png,sklearn_00311|sklearn_00198|sklearn_00029|sklearn_01203,"{""blur_radius"": 0.11219545129785741, ""rotation"": -0.08415407133903852, ""brightness"": 0.9451828549245425, ""contrast"": 1.136479503496952, ""noise_sigma"": 2.3316493787846637, ""line_count"": 1, ""perspective_strength"": 0.009026074597562264}",unreviewed
captcha_003082,1607,data/captcha_images/captcha_003082_1607.png,sklearn_01505|sklearn_00582|sklearn_00000|sklearn_01139,"{""blur_radius"": 0.6874225417323754, ""rotation"": -1.682218253344554, ""brightness"": 1.1143495820616276, ""contrast"": 1.237346890344821, ""noise_sigma"": 2.7860348985906658, ""line_count"": 3, ""perspective_strength"": 0.027809603393560672}",unreviewed
captcha_002608,8842,data/captcha_images/captcha_002608_8842.png,sklearn_00639|sklearn_00654|sklearn_01767|sklearn_01530,"{""blur_radius"": 0.24200463779618442, ""rotation"": 0.637958646241441, ""brightness"": 1.0245654291882833, ""contrast"": 1.127594249398867, ""noise_sigma"": 5.6385280468565036, ""line_count"": 3, ""perspective_strength"": 0.027271973718446155}",unreviewed
captcha_002250,6855,data/captcha_images/captcha_002250_6855.png,sklearn_00583|sklearn_01165|sklearn_01550|sklearn_01407,"{""blur_radius"": 0.8053139329004465, ""rotation"": 1.4872491343858565, ""brightness"": 0.922794479631055, ""contrast"": 1.0678927107726026, ""noise_sigma"": 3.352127484769142, ""line_count"": 3, ""perspective_strength"": 0.002921363634966784}",unreviewed
captcha_003003,6015,data/captcha_images/captcha_003003_6015.png,sklearn_01239|sklearn_00396|sklearn_01357|sklearn_00074,"{""blur_radius"": 0.7684940457141815, ""rotation"": 3.0193153074469246, ""brightness"": 0.9390629191345515, ""contrast"": 1.2258641284861982, ""noise_sigma"": 2.0692813660620857, ""line_count"": 2, ""perspective_strength"": 0.021393981168227588}",unreviewed
captcha_002802,6383,data/captcha_images/captcha_002802_6383.png,sklearn_00939|sklearn_00003|sklearn_00630|sklearn_00985,"{""blur_radius"": 0.7976559704939066, ""rotation"": 1.0102533977270562, ""brightness"": 1.0598055416671048, ""contrast"": 0.8573706850006316, ""noise_sigma"": 4.044398013585909, ""line_count"": 1, ""perspective_strength"": 0.02491718343316962}",unreviewed
captcha_000008,0722,data/captcha_images/captcha_000008_0722.png,sklearn_01555|sklearn_00043|sklearn_00502|sklearn_01618,"{""blur_radius"": 0.8960232746067137, ""rotation"": 1.1983154521640165, ""brightness"": 1.0426415249224745, ""contrast"": 1.1785306937406563, ""noise_sigma"": 7.368613229195388, ""line_count"": 1, ""perspective_strength"": 0.02843392497477152}",unreviewed
captcha_003378,9335,data/captcha_images/captcha_003378_9335.png,sklearn_00029|sklearn_01477|sklearn_01477|sklearn_01699,"{""blur_radius"": 0.7396821504932143, ""rotation"": -3.3022764102310234, ""brightness"": 1.1464788474537804, ""contrast"": 0.9110243310171048, ""noise_sigma"": 3.444771056908985, ""line_count"": 3, ""perspective_strength"": 0.000760873443842452}",unreviewed
captcha_001922,6643,data/captcha_images/captcha_001922_6643.png,sklearn_00188|sklearn_01755|sklearn_01525|sklearn_01378,"{""blur_radius"": 0.4709361712302046, ""rotation"": -3.5002771677009, ""brightness"": 0.9686772843483574, ""contrast"": 1.1207386793338139, ""noise_sigma"": 5.956431168835347, ""line_count"": 0, ""perspective_strength"": 0.023269328963479552}",unreviewed
captcha_003823,4347,data/captcha_images/captcha_003823_4347.png,sklearn_00767|sklearn_01090|sklearn_00270|sklearn_00727,"{""blur_radius"": 0.46522820917731045, ""rotation"": -0.8746207340460881, ""brightness"": 1.1214091080851714, ""contrast"": 1.137039245080881, ""noise_sigma"": 8.565386998814363, ""line_count"": 3, ""perspective_strength"": 0.025443620754370323}",unreviewed
captcha_002705,4901,data/captcha_images/captcha_002705_4901.png,sklearn_00998|sklearn_00553|sklearn_01039|sklearn_00657,"{""blur_radius"": 0.41950002172571144, ""rotation"": -3.382678854379586, ""brightness"": 0.8574306474362208, ""contrast"": 0.907666772423687, ""noise_sigma"": 3.8023149753742795, ""line_count"": 0, ""perspective_strength"": 0.030923163799003662}",unreviewed
captcha_004638,0723,data/captcha_images/captcha_004638_0723.png,sklearn_00594|sklearn_00081|sklearn_01742|sklearn_01460,"{""blur_radius"": 0.5529320616002567, ""rotation"": 2.2764065341040736, ""brightness"": 0.8746772900692567, ""contrast"": 1.1222710833357838, ""noise_sigma"": 6.573855768365706, ""line_count"": 0, ""perspective_strength"": 0.03261209374519672}",unreviewed
captcha_002820,4705,data/captcha_images/captcha_002820_4705.png,sklearn_00743|sklearn_00283|sklearn_00101|sklearn_01589,"{""blur_radius"": 0.3570276959640287, ""rotation"": -1.4095387374013795, ""brightness"": 0.9135895100023259, ""contrast"": 1.1784586344360561, ""noise_sigma"": 4.751946428646869, ""line_count"": 3, ""perspective_strength"": 0.016362304266242578}",unreviewed
captcha_004634,8775,data/captcha_images/captcha_004634_8775.png,sklearn_00544|sklearn_00393|sklearn_00364|sklearn_00506,"{""blur_radius"": 0.23655978286049378, ""rotation"": 0.1524758019609509, ""brightness"": 0.8574553836194055, ""contrast"": 1.0924227387935614, ""noise_sigma"": 8.17303864011171, ""line_count"": 1, ""perspective_strength"": 0.02782738485566107}",unreviewed
captcha_000675,2609,data/captcha_images/captcha_000675_2609.png,sklearn_00470|sklearn_00196|sklearn_01157|sklearn_00547,"{""blur_radius"": 0.145596111561148, ""rotation"": 1.1035107209839063, ""brightness"": 1.149081800451293, ""contrast"": 1.087855561897347, ""noise_sigma"": 7.911961180983731, ""line_count"": 1, ""perspective_strength"": 0.012493488149448567}",unreviewed
captcha_003163,8917,data/captcha_images/captcha_003163_8917.png,sklearn_01315|sklearn_00265|sklearn_00210|sklearn_00870,"{""blur_radius"": 0.30484127939866634, ""rotation"": -3.077629113430187, ""brightness"": 0.8670890224008879, ""contrast"": 1.1407456993187162, ""noise_sigma"": 7.730889695934458, ""line_count"": 3, ""perspective_strength"": 0.005125364528839339}",unreviewed
captcha_004313,1070,data/captcha_images/captcha_004313_1070.png,sklearn_01626|sklearn_01745|sklearn_00299|sklearn_01598,"{""blur_radius"": 0.2168577762168291, ""rotation"": 0.6845952745881556, ""brightness"": 0.8708079728038206, ""contrast"": 1.204049626267579, ""noise_sigma"": 4.785070766494635, ""line_count"": 1, ""perspective_strength"": 0.01163476544175512}",unreviewed
captcha_000956,0755,data/captcha_images/captcha_000956_0755.png,sklearn_01157|sklearn_00118|sklearn_01787|sklearn_01404,"{""blur_radius"": 0.8206424570008426, ""rotation"": -3.4531677564766996, ""brightness"": 0.9403232833669527, ""contrast"": 0.8920842033765569, ""noise_sigma"": 5.117414021011262, ""line_count"": 3, ""perspective_strength"": 0.0022866470030405064}",unreviewed
captcha_003205,7769,data/captcha_images/captcha_003205_7769.png,sklearn_01442|sklearn_01533|sklearn_01093|sklearn_00119,"{""blur_radius"": 0.5024806968410921, ""rotation"": -3.597584833644217, ""brightness"": 0.9677402959730262, ""contrast"": 1.0547486906042582, ""noise_sigma"": 5.8842589947256645, ""line_count"": 0, ""perspective_strength"": 0.018558874941678426}",unreviewed
captcha_002391,0099,data/captcha_images/captcha_002391_0099.png,sklearn_00915|sklearn_00335|sklearn_01658|sklearn_01006,"{""blur_radius"": 0.4842568589592966, ""rotation"": -2.9503558668258503, ""brightness"": 1.1147221817992272, ""contrast"": 1.118914026360496, ""noise_sigma"": 5.025773603790762, ""line_count"": 2, ""perspective_strength"": 0.00988460356482203}",unreviewed
captcha_000896,4730,data/captcha_images/captcha_000896_4730.png,sklearn_00134|sklearn_00273|sklearn_00226|sklearn_01212,"{""blur_radius"": 0.1710309608134759, ""rotation"": -2.6352553227962288, ""brightness"": 1.0577141665267153, ""contrast"": 0.874471562185871, ""noise_sigma"": 3.0001417991891266, ""line_count"": 1, ""perspective_strength"": 0.02795314746326174}",unreviewed
captcha_001525,9732,data/captcha_images/captcha_001525_9732.png,sklearn_00348|sklearn_01761|sklearn_01712|sklearn_01211,"{""blur_radius"": 0.6218577773885621, ""rotation"": -0.9385257430059246, ""brightness"": 0.9136866182657608, ""contrast"": 1.1252018924631062, ""noise_sigma"": 6.779837850871672, ""line_count"": 1, ""perspective_strength"": 0.025158775318418397}",unreviewed
captcha_003009,2474,data/captcha_images/captcha_003009_2474.png,sklearn_00152|sklearn_00041|sklearn_00137|sklearn_01515,"{""blur_radius"": 0.23125173748714395, ""rotation"": 1.4733744801192437, ""brightness"": 0.8960362748491224, ""contrast"": 1.1088338068880472, ""noise_sigma"": 2.349015516079981, ""line_count"": 1, ""perspective_strength"": 0.004170900797058965}",unreviewed
captcha_003257,2745,data/captcha_images/captcha_003257_2745.png,sklearn_01557|sklearn_01218|sklearn_00640|sklearn_01489,"{""blur_radius"": 0.8942614002676826, ""rotation"": -1.8891242196074822, ""brightness"": 0.9599619457423034, ""contrast"": 0.8547470120283114, ""noise_sigma"": 4.251993975435703, ""line_count"": 1, ""perspective_strength"": 0.02398276479848031}",unreviewed
